word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved
お金持ち,おかねもち,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",waller,waller-derived,1,lexical,rich man,fully-absent,,,,,,,yes
おかまいなく,おかまいなく,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,kana/loanword,请别客气,fully-absent,,,,,,,no
おきのどくに,おきのどくに,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,,same-reading-different-writing|same-jmdict-entry,お気の毒に,,お気の毒に,おきのどくに,N2,おきのどくに|お気の毒に,yes
おくさん,おくさん,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"(hon) wife,your wife,madam",same-reading-different-writing|same-jmdict-entry,奥さん,,奥さん,おくさん,N5,おくさん|奥さん,yes
起す,おこす,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",openjlpt|waller,waller-derived,1,lexical,to wake,same-reading-different-writing|same-jmdict-entry,興す|起こす,,起こす,おこす,N4,おこす|起こす|起す,yes
おごる (ゆうしょくを～),おごる (ゆうしょくを～),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,请客（晚餐）,fully-absent,,,,,,,no
傲る,おごる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to be proud,same-reading-different-writing|same-jmdict-entry,おごる|奢る|驕る,,おごる|驕る,おごる,N1|N2,おごる|傲る|驕る,yes
長,おさ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,chief; head,same-writing-different-reading,,ちょう|なが,,,,,yes
押える,おさえる,N3,"{""N2"": 1, ""N3"": 1}","{""community-independent"": ""N3"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to stop; to restrain; to seize,same-reading-different-writing|same-jmdict-entry,抑える|押さえる,,押さえる,おさえる,N3,おさえる|圧さえる|押える|押さえる,yes
おさきに,おさきに,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"before,ahead,previously",fully-absent,,,,,,,yes
お先に,おさきに,N2,"{""N1"": 1, ""N2"": 1}","{""community-independent"": ""N2"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,before; ahead; previously,fully-absent,,,,,,,yes
治める,おさめる,N3,"{""N2"": 1, ""N3"": 1}","{""community-independent"": ""N3"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,(1) to govern; to manage; (2) to subdue,same-reading-different-writing,修める|収める|納める,,,,,,yes
お産,おさん,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,(giving) birth,fully-absent,,,,,,,yes
おしゃれ,おしゃれ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"smartly dressed,someone smartly dressed,fashion-conscious",same-reading-different-writing|same-jmdict-entry,お洒落,,お洒落,おしゃれ,N2,おしゃれ|お洒落|オシャレ|御洒落,yes
伯父,おじ,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,伯父,same-reading-different-writing|same-jmdict-entry,おじ|叔父,,おじ|叔父,おじ,N1|N5,おじ|しゅくふ|はくふ|伯父|叔父,yes
伯父/叔父,おじいさん,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,lexical,grandfather; male senior citizen,same-reading-different-writing,おじいさん|お祖父さん,,,,,,no
御辞儀,おじぎ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,bow,same-reading-different-writing|same-jmdict-entry,お辞儀,,お辞儀,おじぎ,N3,おじぎ|お辞儀|御辞儀,yes
伯父; 叔父さん,おじさん,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,"uncle, middle-aged man",same-reading-different-writing,おじさん|伯父さん,,,,,,no
叔父さん,おじさん,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,middle-aged gentleman; uncle,same-reading-different-writing|same-jmdict-entry,おじさん|伯父さん,,おじさん|伯父さん,おじさん,N5,おじさん|オジさん|オジサン|伯父さん|叔父さん|小父さん,yes
小父さん,おじさん,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,middle-aged gentleman; uncle,same-reading-different-writing|same-jmdict-entry,おじさん|伯父さん,,おじさん|伯父さん,おじさん,N5,おじさん|オジさん|オジサン|伯父さん|叔父さん|小父さん,yes
おじゃまします,おじゃまします,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,fixed-expression/conjugated,Excuse me for disturbing you,same-reading-different-writing|same-jmdict-entry,お邪魔します,,お邪魔します,おじゃまします,N2,おじゃまします|お邪魔します|御邪魔します,yes
御世辞,おせじ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"flattery, compliment",same-reading-different-writing|same-jmdict-entry,お世辞,,お世辞,おせじ,N1,おせじ|お世辞|御世辞,yes
お世話になりました,おせわになりました,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,I've been in your care,fully-absent,,,,,,,no
おそらく,おそらく,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,kana/loanword,perhaps,same-reading-different-writing|same-jmdict-entry,恐らく,,恐らく,おそらく,N2,おそらく|恐らく,yes
お互い,おたがい,N3,"{""N3"": 2}","{""community-independent"": ""N3"", ""waller-derived"": ""N3""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,mutual; reciprocal; each other,fully-absent,,,,,,,yes
おだいじに,おだいじに,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,Take care of yourself,same-reading-different-writing|same-jmdict-entry,お大事に,,お大事に,おだいじに,N2,おだいじに|お大事に,yes
落着く,おちつく,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to calm down; to settle down,same-reading-different-writing|same-jmdict-entry,落ち着く,,落ち着く,おちつく,N3,おちつく|落ちつく|落ち付く|落ち着く|落付く|落着く,yes
落葉,おちば,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,fallen leaves,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,落ち葉,らくよう,落ち葉|落葉,おちば|らくよう,N1|N2,おちば|らくよう|落ち葉|落葉,yes
落る,おちる,N4,"{""N4"": 2}","{""community-independent"": ""N4"", ""waller-derived"": ""N4""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to fall or drop,same-reading-different-writing|same-jmdict-entry,落ちる,,落ちる,おちる,N4,おちる|墜ちる|落ちる|落る,yes
仰っしゃる,おっしゃる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to say; to speak; to tell,same-reading-different-writing|same-jmdict-entry,おっしゃる,,おっしゃる,おっしゃる,N3,おっしゃる|仰しゃる|仰っしゃる|仰る|仰有る,yes
おつり,おつり,N4,"{""N4"": 2}","{""community-independent"": ""N4"", ""waller-derived"": ""N4""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"change from purchase, balance",same-reading-different-writing|same-jmdict-entry,お釣り,,お釣り,おつり,N3,おつり|お釣|お釣り|御釣|御釣り,yes
御手洗,おてあらい,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt,waller-derived,1,lexical,font of purifying water placed at entrance of shrine,same-reading-different-writing|same-jmdict-entry,お手洗い,,お手洗い,おてあらい,N5,おてあらい|お手洗い|御手洗|御手洗い,yes
御手洗い,おてあらい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,toilet; restroom; lavatory,same-reading-different-writing|same-jmdict-entry,お手洗い,,お手洗い,おてあらい,N5,おてあらい|お手洗い|御手洗|御手洗い,yes
お出掛け,おでかけ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,lexical,outing,same-reading-different-writing|same-jmdict-entry,お出かけ,,お出かけ,おでかけ,N2,おでかけ|お出かけ|お出掛け|御出掛け,yes
弟,おと,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,younger brother,same-reading-different-writing|same-writing-different-reading,音,おとうと,,,,,yes
落す,おとす,N4,"{""N4"": 2}","{""community-independent"": ""N4"", ""waller-derived"": ""N4""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to drop,same-reading-different-writing|same-jmdict-entry,落とす,,落とす,おとす,N4,おとす|堕とす|墜とす|落す|落とす,yes
おとなしい,おとなしい,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"obedient,docile,quiet",same-reading-different-writing|same-jmdict-entry,大人しい,,大人しい,おとなしい,N4,おとなしい|大人しい|温和しい|温柔しい,yes
少女,おとめ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,daughter; young lady; virgin,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,乙女,しょうじょ,乙女,おとめ,N1,おとめ|乙女|少女,yes
おどかす,おどかす,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"to threaten,to coerce",same-reading-different-writing|same-jmdict-entry,脅かす,,脅かす,おどかす,N1,おどかす|嚇かす|威かす|脅かす,yes
女子,おなご,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,woman; girl,same-writing-different-reading,,じょし,,,,,yes
おねがいします,おねがいします,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,fixed-expression/conjugated,please,same-reading-different-writing|same-jmdict-entry,お願いします,,お願いします,おねがいします,N2,おねがいします|お願いしまあす|お願いします|御願いします,yes
各,おのおの,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,each; every; either,same-reading-different-writing|same-jmdict-entry,おのおの|各々,,おのおの|各々,おのおの,N1|N2,おのおの|各|各々|各各,yes
お早う,おはよう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,Good morning,same-reading-different-writing|same-jmdict-entry,おはよう,,おはよう,おはよう,N5,おはよう|おはよー|お早う|御早う,yes
伯母,おば,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,(humble) aunt (older than one's parent),same-reading-different-writing|same-jmdict-entry,おば|叔母,,おば|叔母,おば,N5,おば|しゅくぼ|はくぼ|伯母|叔母,yes
お祖母さん,おばあさん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,grandmother; female senior-citizen,same-reading-different-writing|same-jmdict-entry,おばあさん,,おばあさん,おばあさん,N5,おばあさん|おばーさん|お婆さん|お祖母さん|御婆さん|御祖母さん,yes
伯母さん,おばさん,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt|waller,waller-derived,1,lexical,(hon) aunt,same-reading-different-writing|same-jmdict-entry,おばさん,,おばさん,おばさん,N5,おばさん|伯母さん|叔母さん,yes
伯母さん/叔母さん,おばさん,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,lexical,aunt,same-reading-different-writing,おばさん,,,,,,no
伯母さん; 叔母さん,おばさん,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,aunt,same-reading-different-writing,おばさん,,,,,,no
叔母さん,おばさん,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,(1) aunt; (2) middle-aged lady,same-reading-different-writing|same-jmdict-entry,おばさん,,おばさん,おばさん,N5,おばさん|伯母さん|叔母さん,yes
小母さん,おばさん,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,"lady, woman, ma'am",same-reading-different-writing,おばさん,,,,,,no
御負け,おまけ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,1.  a discount; a prize; 2.  something additional,same-reading-different-writing|same-jmdict-entry,おまけ,,おまけ,おまけ,N1,おまけ|お負け|御負け,yes
おまたせしました,おまたせしました,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,Sorry to have kept you waiting,same-reading-different-writing|same-jmdict-entry,お待たせしました,,お待たせしました,おまたせしました,N2,おまたせしました|お待たせしました,yes
お待ちください,おまちください,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,fixed-expression/conjugated,请稍等,fully-absent,,,,,,,no
おまちどおさま,おまちどおさま,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,Sorry to have kept you waiting,fully-absent,,,,,,,yes
おまわりさん,おまわりさん,N5,"{""N5"": 2}","{""community-independent"": ""N5"", ""waller-derived"": ""N5""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,friendly term for policeman,same-reading-different-writing|same-jmdict-entry,お巡りさん,,お巡りさん,おまわりさん,N5,おまわりさん|お巡りさん|御巡りさん,yes
お宮,おみや,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,Shinto shrine,fully-absent,,,,,,,yes
お襁褓,おむつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,diaper; nappy,same-reading-different-writing|same-jmdict-entry,おむつ,,おむつ,おむつ,N3,おむつ|お襁褓|オムツ|御襁褓,yes
お目出度う,おめでとう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,(ateji) (int) (uk) Congratulations!; an auspicious occasion!,same-reading-different-writing|same-jmdict-entry,おめでとう,,おめでとう,おめでとう,N5,おめでとう|お目出度う|お芽出度う|御目出度う|御芽出度う,yes
お目に掛かる,おめにかかる,N3,"{""N3"": 2}","{""community-independent"": ""N3"", ""waller-derived"": ""N3""}",waller|wordmaster,community-independent|waller-derived,2,lexical,拜见,same-reading-different-writing|same-jmdict-entry,お目にかかる,,お目にかかる,おめにかかる,N3,おめにかかる|お目にかかる|お目に掛かる|御目にかかる|御目に掛かる,yes
面,おも,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,face,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,主,おもて|つら|めん,面,おもて,N1,おも|おもて|も|もて|面,yes
思い掛けない,おもいがけない,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,unexpected; casual,same-reading-different-writing|same-jmdict-entry,思いがけない,,思いがけない,おもいがけない,N2,おもいがけない|思いがけない|思い掛けない|思い掛け無い,yes
思いっ切り,おもいっきり,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,lexical,狠狠地,fully-absent,,,,,,,yes
重なる,おもなる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,main; principal; important,same-writing-different-reading,,かさなる,,,,,yes
重役,おもやく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,heavy responsibilities; director,same-writing-different-reading|same-jmdict-entry,,じゅうやく,重役,じゅうやく,N2,おもやく|じゅうやく|重役,yes
おやすみ,おやすみ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"(1) holiday,absence,rest,(2) (exp) Good night",fully-absent,,,,,,,yes
お休み,おやすみ,N2,"{""N1"": 1, ""N2"": 1}","{""community-independent"": ""N2"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,holiday; absence; rest,fully-absent,,,,,,,yes
お八,おやつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,1.  (uk) between meal snack; afternoon refreshment; afternoon tea,same-reading-different-writing,おやつ,,,,,,no
お八つ,おやつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,"1. (uk) between meal snack, afternoon refreshment, afternoon tea, 2. mid-day snack",same-reading-different-writing|same-jmdict-entry,おやつ,,おやつ,おやつ,N3,おやつ|お八つ|御八つ,yes
泳ぎ,およぎ,N3,"{""N3"": 2}","{""community-independent"": ""N3"", ""waller-derived"": ""N3""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,swimming,fully-absent,,,,,,,yes
泳ぎ方,およぎかた,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",openjlpt|waller,waller-derived,1,lexical,way of swimming,fully-absent,,,,,,,yes
織,おり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,weave; weaving; woven item,same-reading-different-writing|same-jmdict-entry,折|檻|織り,,織り,おり,N1,おり|織|織り,yes
居る,おる,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,to be (animate); to be; to exist,same-reading-different-writing|same-jmdict-entry,おる|折る|織る,,おる,おる,N4,おる|居る,yes
下す,おろす,N3,"{""N3"": 2}","{""community-independent"": ""N3"", ""waller-derived"": ""N3""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to lower; to let go down,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,下ろす|卸す,くだす,下ろす,おろす,N3,おろす|下す|下ろす|降ろす,yes
降ろす,おろす,N3,"{""N3"": 2}","{""community-independent"": ""N3"", ""waller-derived"": ""N3""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to take down; to launch; to drop,same-reading-different-writing|same-jmdict-entry,下ろす|卸す,,下ろす,おろす,N3,おろす|下す|下ろす|降ろす,yes
終,おわり,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,the end,same-reading-different-writing|same-jmdict-entry,終わり,,終わり,おわり,N5,おわり|終|終り|終わり,yes
終る,おわる,N5,"{""N5"": 2}","{""community-independent"": ""N5"", ""waller-derived"": ""N5""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to finish,same-reading-different-writing|same-jmdict-entry,終わる,,終わる,おわる,N5,おわる|了る|卒る|畢る|竟る|終る|終わる,yes
御～,おん～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,honorific ~,fully-absent,,,,,,,no
音色,おんいろ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,tone color; tone quality; timbre,same-writing-different-reading,,ねいろ,,,,,no
おんぶ,おんぶ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,carrying on one's back (erg. Baby),same-reading-different-writing|same-jmdict-entry,負んぶ,,負んぶ,おんぶ,N1,おんぶ|オンブ|負んぶ,yes
ＯＫ,オーケー,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,OK,same-reading-different-writing|same-jmdict-entry,オーケー,,オーケー,オーケー,N1,おっけ|おっけい|おっけー|おーけー|オッケ|オッケィ|オッケイ|オッケー|オーケイ|オーケー|ＯＫ,yes
オーバーコート,オーバーコート,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,,fully-absent,,,,,,,yes
おかげ,お陰,N4,"{""N4"": 1}","{""community-independent"": ""N4""}",wordmaster,community-independent,1,kana/loanword,thanks or owing to,same-writing-different-reading,,おかげ,,,,,no
仮,か,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,tentative; provisional,same-reading-different-writing|same-writing-different-reading,可|科|箇|蚊|課,かり,,,,,no
個,か,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,article counter,same-reading-different-writing|same-jmdict-entry,可|科|箇|蚊|課,,箇,か,N1,か|カ|ケ|ヶ|个|個|箇,yes
街道,かいどう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,highway,fully-absent,,,,,,,yes
反る,かえる,N3,"{""N2"": 1, ""N3"": 1}","{""community-independent"": ""N3"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to warp; to be warped; to curve,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,代える|変える|孵[かえ]る|孵る|帰る|換える|替える|蛙|蛙[かえる]|返る,そる,返る,かえる,N3,かえる|反る|返る,yes
顔付き,かおつき,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,(outward) looks; features; face,same-reading-different-writing|same-jmdict-entry,顔つき,,顔つき,かおつき,N1,かおつき|顔つき|顔付|顔付き,yes
かかと,かかと,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,shoe heel,same-reading-different-writing|same-jmdict-entry,踵,,踵,かかと,N1,あくと|かかと|きびす|くびす|踵,yes
係り,かかり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,official; duty; person in charge,same-reading-different-writing|same-jmdict-entry,係,,係,かかり,N4,かかり|係|係り,yes
かかる,かかる,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,kana/loanword,"it takes (amount of time, money) (v.i.)",same-reading-different-writing|same-jmdict-entry,掛かる|架かる|罹[かか]る|罹る,,掛かる|罹る,かかる,N3|N5,かかる|懸かる|懸る|掛かる|掛る|罹る,yes
係わる,かかわる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to concern oneself in; to have to do with; to affect,same-reading-different-writing|same-jmdict-entry,関わる,,関わる,かかわる,N3,かかわる|係る|係わる|拘る|拘わる|関る|関わる,yes
書き取り,かきとり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,dictation,fully-absent,,,,,,,yes
書取,かきとり,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,dictation,fully-absent,,,,,,,yes
かく (はじを),かく (はじを),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,to humiliate oneself,fully-absent,,,,,,,no
佳句,かく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,beautiful passage of literature,same-reading-different-writing,掻く|描く|搔[か]く|書く|核|格|欠く|角,,,,,,yes
画,かく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,stroke,same-reading-different-writing,掻く|描く|搔[か]く|書く|核|格|欠く|角,,,,,,yes
各～,かく～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,"every ~, each ~",fully-absent,,,,,,,no
賭,かけ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"betting, gambling, a gamble",same-reading-different-writing|same-jmdict-entry,掛け|賭け,,賭け,かけ,N1,かけ|賭|賭け,yes
掛～,かけ～,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,credit,fully-absent,,,,,,,no
かける,かける,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,kana/loanword,"to dial/call (e.g., phone); to sit down",same-reading-different-writing|same-jmdict-entry,掛ける|架ける|欠ける|翔る|賭ける|駆ける,,掛ける|欠ける|翔る|賭ける|駆ける,かける,N1|N2|N3|N5,かける|懸ける|掛ける|欠ける|缺ける|翔ける|翔る|賭ける|闕ける|駆ける|駈ける,yes
ヶ月,かげつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,#NAME?,fully-absent,,,,,,,yes
化合,かごう,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,chemical combination,fully-absent,,,,,,,yes
かさばる,かさばる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,to be bulky,same-reading-different-writing|same-jmdict-entry,嵩張[かさば]る|嵩張る,,嵩張る,かさばる,N1,かさばる|かさ張る|嵩張る,yes
風車,かざぐるま,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,1.  windmill; 2.  pinwheel,same-writing-different-reading|same-jmdict-entry,,ふうしゃ,風車,ふうしゃ,N1,かざぐるま|ふうしゃ|カザグルマ|風ぐるま|風車,yes
かしこまりました,かしこまりました,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,certainly!,fully-absent,,,,,,,yes
畏まりました,かしこまりました,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,certainly!,fully-absent,,,,,,,yes
個所,かしょ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,passage; place; point,same-reading-different-writing|same-jmdict-entry,箇所,,箇所,かしょ,N3,かしょ|か所|カ所|ケ所|ヵ所|ヶ所|個所|箇所,yes
頭,かしら,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"head, chief",same-writing-different-reading|same-jmdict-entry,,あたま|とう,頭,あたま,N5,あたま|かしら|頭,yes
箇条書,かじょうがき,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"itemized form, itemization",same-reading-different-writing|same-jmdict-entry,箇条書き,,箇条書き,かじょうがき,N1,かじょうがき|個条書き|箇条書|箇条書き,yes
噛る,かじる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to chew; to bite (at); to gnaw,same-reading-different-writing|same-jmdict-entry,かじる|齧る,,かじる|齧る,かじる,N2|N3,かじる|噛じる|噛る|囓る|齧る,yes
