word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved,evidence_confidence,jmdict_exact_form_reading,jmdict_writing_common,jmdict_reading_common,jmdict_waller_levels,level_conflict_with_jmdict_waller,jmdict_tags,jmdict_pos,jmdict_gloss,quality_decision,priority,quality_reason,source_check_decision,source_check_reason,pinned_tc_meaning,publish_level,level_status
明明後日,しあさって,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,two days after tomorrow,same-reading-different-writing|same-jmdict-entry,しあさって|明々後日,,しあさって|明々後日,しあさって,N1|N2,しあさって|みょうみょうごにち|明々後日|明明後日,yes,SINGLE_SOURCE,yes,no,yes,N2,no,,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),in three days' time; two days after tomorrow,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-source-backed
しいん,しいん,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"silent (as the grave),(deathly) quiet",same-jmdict-entry,,,しーん|シーン,しーん|シーン,N2,しいん|しーん|シーン,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,on-mim:onomatopoeic or mimetic word,adv-to:adverb taking the 'to' particle|adv:adverb (fukushi)|n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru,cause of death; silently (as the grave); quietly (as in death),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,寂靜無聲；鴉雀無聲,N2,estimated-source-backed
水曜,すいよう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,Wednesday,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),Wednesday,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-source-backed
ただいま,ただいま,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,kana/loanword,我回来了,same-reading-different-writing|same-jmdict-entry,ただ今|只今,,ただ今|只今,ただいま,N1|N5,ただいま|ただ今|只今|唯今,yes,SINGLE_SOURCE,yes,yes,yes,,no,abbr:abbreviation | uk:word usually written using kana alone,adv:adverb (fukushi)|int:interjection (kandoushi)|n:noun (common) (futsuumeishi),I'm home!; I'm back!; it's me!; now; at present; at the moment,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-source-backed
浸ける,つける,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to dip in; to soak,same-reading-different-writing|same-jmdict-entry,付ける|就ける|漬ける|点[つ]ける|着ける,,漬ける,つける,N2,つける|浸ける|漬ける,yes,SINGLE_SOURCE,yes,no,yes,N4,yes,,v1:Ichidan verb|vt:transitive verb,"to soak (in); to steep; to dip; to dunk; to pickle; to preserve (in salt, vinegar, etc.)",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-conflict
点ける,つける,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to turn on; to switch on; to light up,same-reading-different-writing,付ける|就ける|漬ける|点[つ]ける|着ける,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,uk:word usually written using kana alone,v1:Ichidan verb|vt:transitive verb,to turn on; to switch on; to light up,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-source-backed
出掛ける,でかける,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to depart; to set out; to start,same-reading-different-writing|same-jmdict-entry,出かける,,出かける,でかける,N4,でかける|出かける|出掛ける,yes,SINGLE_SOURCE,yes,yes,yes,N5,yes,,v1:Ichidan verb|vi:intransitive verb,to go out (e.g. on an excursion or outing); to leave; to depart; to start; to set out; to be about to leave,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-conflict
どなる,どなる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"to shout,to yell",same-reading-different-writing|same-jmdict-entry,怒鳴る,,怒鳴る,どなる,N3,どなる|呶鳴る|怒鳴る,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,,v5r:Godan verb with 'ru' ending|vi:intransitive verb,to shout (in anger); to yell,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-source-backed
永い,ながい,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,long; lengthy,same-reading-different-writing|same-jmdict-entry,長い|長居,,長い,ながい,N5,ながい|ながーい|なげー|なっがい|永い|長い,yes,SINGLE_SOURCE,yes,no,yes,N5,yes,,adj-i:adjective (keiyoushi),"long (distance, length); long (time); protracted; prolonged",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-conflict
なぐる,なぐる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"to strike,to hit",same-reading-different-writing|same-jmdict-entry,殴る,,殴る,なぐる,N3,なぐる|撲る|擲る|殴る,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,,v5r:Godan verb with 'ru' ending|vt:transitive verb,to strike; to hit; to beat; to punch,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-source-backed
乗り越し,のりこし,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,riding past (one's station),fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,,no,,n:noun (common) (futsuumeishi),riding past (one's station),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-source-backed
引出す,ひきだす,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to pull out; to take out; to draw out,same-reading-different-writing|same-jmdict-entry,引き出す,,引き出す,ひきだす,N3,ひきだす|引きだす|引き出す|引出す,yes,SINGLE_SOURCE,yes,yes,yes,N4,yes,,v5s:Godan verb with 'su' ending|vt:transitive verb,to pull out; to take out; to draw out; to lead out (e.g. a horse from a stable); to summon (e.g. to court); to bring (e.g. someone to the negotiating table),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-conflict
殖える,ふえる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to increase; to multiply,same-reading-different-writing|same-jmdict-entry,増える,,増える,ふえる,N4,ふえる|増える|殖える,yes,SINGLE_SOURCE,yes,yes,yes,N4,yes,殖える usu. refers to population growth or capital appreciation,v1:Ichidan verb|vi:intransitive verb,to increase; to multiply,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-conflict
へそ,へそ,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,kana/loanword,"navel, belly-button",same-reading-different-writing|same-jmdict-entry,臍,,臍,へそ,N2,へそ|ほぞ|ヘソ|臍|𦜝,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,uk:word usually written using kana alone,n:noun (common) (futsuumeishi),navel; belly button; protrusion or depression in the middle of an object; center; centre; most important part,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-source-backed
ほどく,ほどく,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,to unfasten,same-reading-different-writing|same-jmdict-entry,解く,,解く,ほどく,N2,ほどく|解く,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,uk:word usually written using kana alone,v5k:Godan verb with 'ku' ending|vt:transitive verb,to undo; to untie; to unfasten; to unlace; to unravel; to loosen,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-source-backed
向う,むかう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,(v5u) to face; to go towards,same-reading-different-writing|same-jmdict-entry,向かう,,向かう,むかう,N3,むかう|向う|向かう|対う,yes,SINGLE_SOURCE,yes,no,yes,N4,yes,,v5u:Godan verb with 'u' ending|vi:intransitive verb,to face; to go towards; to head towards,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-conflict
やかん,やかん,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,kana/loanword,kettle,same-reading-different-writing|same-jmdict-entry,夜間|薬缶,,夜間|薬缶,やかん,N2,やかん|夜間|薬缶|薬罐|薬鑵,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,abbr:abbreviation | col:colloquial | uk:word usually written using kana alone,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),night; nighttime; kettle; bald head,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,水壺；燒水壺,N2,estimated-source-backed
ローマじ,ローマじ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"romanization,Roman letters",same-reading-different-writing|same-jmdict-entry,ローマ字,,ローマ字,ローマじ,N2,ローマじ|ローマ字|羅馬字,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),Latin alphabet; Roman alphabet; romaji; romanized Japanese; system of transliterating Japanese into the Latin alphabet,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-source-backed
分る,わかる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to be understood,same-reading-different-writing|same-jmdict-entry,分かる,,分かる,わかる,N5,わかる|分かる|分る|判る|理解る|解る,yes,SINGLE_SOURCE,yes,no,yes,N5,yes,uk:word usually written using kana alone,int:interjection (kandoushi)|v5r:Godan verb with 'ru' ending|vi:intransitive verb,to understand; to comprehend; to grasp; to see; to get; to follow,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-conflict
わりあいに,わりあいに,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,comparatively,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N2,no,,adv:adverb (fukushi),comparatively,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N2,estimated-source-backed
愛想,あいそう,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,和蔼,same-writing-different-reading|same-jmdict-entry,,あいそ,愛想,あいそ,N1,あいそ|あいそう|愛想,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),amiability; friendliness; affability; sociability; fondness (of someone); affection,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
銅,あかがね,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,copper,same-writing-different-reading|same-jmdict-entry,,どう,どう|銅,どう,N1|N5,あか|あかがね|どう|赤金|銅,yes,SINGLE_SOURCE,yes,yes,no,N2,yes,abbr:abbreviation,n:noun (common) (futsuumeishi),copper (Cu); bronze (medal),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
あざ,あざ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"痣, 瘀伤",same-reading-different-writing|same-jmdict-entry,字|痣,,字|痣,あざ,N1|N4,あざ|アザ|字|痣|黶,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,uk:word usually written using kana alone,n:noun (common) (futsuumeishi)|suf:suffix,section of village; birthmark; nevus; bruise,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,痣；胎記；瘀傷,N1,estimated-source-backed
貴女,あなた,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,you; lady,same-reading-different-writing|same-jmdict-entry,あなた|貴方,,あなた|貴方,あなた,N5,あなた|貴女|貴方|貴男,yes,SINGLE_SOURCE,yes,no,yes,N5,yes,"fam:familiar language | gikun:gikun (meaning as reading) or jukujikun (special kanji reading) | trad. polite in ref. to someone of equal or lower status, now oft. regarded as rude or distant | uk:word usually written using kana alone | used by wives addressing their husbands",pn:pronoun,you; dear; honey,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
天地,あめつち,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,heaven and earth; the universe; nature,same-writing-different-reading|same-jmdict-entry,,てんち,天地,てんち,N1,あめつち|てんち|天地,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi),heaven and earth; the universe; the world; nature; land; world,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
現われ,あらわれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,embodiment; materialization,same-reading-different-writing|same-jmdict-entry,現れ,,現れ,あらわれ,N3,あらわれ|現れ|現われ|表れ|表われ|顕れ,yes,SINGLE_SOURCE,yes,yes,yes,N3,yes,,n:noun (common) (futsuumeishi),embodiment; manifestation; materialization; materialisation; expression; indication,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
現われる,あらわれる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to appear; to come in sight; to become visible,same-reading-different-writing|same-jmdict-entry,現れる|表れる,,現れる|表れる,あらわれる,N2|N3,あらわれる|現れる|現われる|表れる|表われる|顕れる|顕われる,yes,SINGLE_SOURCE,yes,yes,yes,N3,yes,,v1:Ichidan verb|vi:intransitive verb,to appear; to come in sight; to become visible; to come out; to embody; to materialize,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
有り様,ありさま,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"state, condition",same-reading-different-writing|same-jmdict-entry,有様,,ありよう|有様,ありさま|ありよう,N1,ありさま|ありよう|あり様|有りさま|有り様|有様,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),state; condition; circumstances; sight; spectacle; the way things should be,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
余り,あんまり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,not very (this form only used as adverb); not much; remainder,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,あんまり,あまり,あまり|あんまり|余り,あまり|あんまり,N3|N5,あまり|あんまり|余り|剰り|餘り,yes,SINGLE_SOURCE,yes,yes,yes,N5,yes,col:colloquial | esp. as あまりに(も) | sometimes as あまり… | uk:word usually written using kana alone | with neg. sentence,"adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|adj-no:nouns which may take the genitive case particle 'no'|adv:adverb (fukushi)|n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)",remainder; remnant; rest; balance; surplus; remains (of a meal),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,不太；不怎麼；不多,N1,estimated-conflict
家主,いえぬし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,landlord,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,no,N2,yes,,n:noun (common) (futsuumeishi),landlord; landlady; house owner; home owner; head of the household,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
歪む,いがむ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to warp; to swerve; to deflect,same-writing-different-reading|same-jmdict-entry,,ひずむ|ゆがむ,ゆがむ|歪む,ゆがむ,N1,いがむ|ゆがむ|歪む,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,v5m:Godan verb with 'mu' ending|vi:intransitive verb,"to warp; to bend; to contort; to be perverted; to be warped (of a view, mind, etc.); to be distorted",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
域外,いきがい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,outside the area,same-reading-different-writing,生きがい,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),outside the area,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
生き甲斐,いきがい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"something one lives for, very important",same-reading-different-writing|same-jmdict-entry,生きがい,,生きがい,いきがい,N2,いきがい|生きがい|生き甲斐|生甲斐,yes,SINGLE_SOURCE,yes,yes,yes,,no,,n:noun (common) (futsuumeishi),reason for living; something one lives for; purpose in life; raison d'être; ikigai,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
活ける,いける,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to arrange (flowers),same-reading-different-writing|same-jmdict-entry,生ける|行ける,,生ける,いける,N1,いける|活ける|生ける,yes,SINGLE_SOURCE,yes,no,yes,N1,no,,adj-f:noun or verb acting prenominally|v1:Ichidan verb|vt:transitive verb,to arrange (flowers); to plant; living; live,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
碑,いしぶみ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,stone monument bearing an inscription,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),stone monument bearing an inscription (esp. memorial for future generations); stele; stela,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
いたって,いたって,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"very much, exceedingly, extremely",same-reading-different-writing|same-jmdict-entry,至って,,至って,いたって,N2,いたって|至って,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,adv:adverb (fukushi),very much; exceedingly; extremely,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
一言,いちげん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,single word,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,一見,ひとこと,ひと言|一言,ひとこと,N1|N2,いちげん|いちごん|ひとこと|ひと言|一言,yes,SINGLE_SOURCE,yes,yes,no,N3,yes,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,single word; a few words; brief comment,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
一日,いちじつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,(1) one day; (2) first of month,same-writing-different-reading|same-jmdict-entry,,いちにち|ついたち,一日,いちにち,N5,いちじつ|いちにち|一日|１日,yes,SINGLE_SOURCE,yes,yes,no,N5,yes,,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),one day; all day (long); the whole day; from morning till night; first day of the month,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
